"line_item_usage_type","line_item_product_code","line_item_line_item_type","pricing_unit","line_item_operation","product_region"
"APS6-APS2-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-southeast-4"
"USW1-BUE1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-west-1"
"EUC1-AFS1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-central-1"
"EUW2-RDS:ChargedBackupUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0014","eu-west-2"
"APN1-BundleUsage:16GB","AmazonLightsail","Usage","Hrs","Bundle:16GB","ap-northeast-1"
"EU-APS5-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-west-1"
"APN2-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","ap-northeast-2"
"APS2-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","RestoreTableFromBackup","ap-southeast-2"
"EU-RDS-DBInstance-GroupB","AmazonDevOpsGuru","Usage","usagehours","NA","eu-west-1"
"Requests-Tier5","AmazonS3","Usage","Requests","RestoreObjectBulk","us-east-1"
"APS6-EUW3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-southeast-4"
"EUW3-BoxUsage:t2.micro","AmazonEC2","Usage","Hrs","RunInstances:0002","eu-west-3"
"EUW2-USW1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","eu-west-2"
"EUC1-SpotUsage:t3.2xlarge","AmazonEC2","Usage","Hours","RunInstances:SV052","eu-central-1"
"APN1-NYC1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-1"
"EUC1-EUC2-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-central-1"
"APS3-CAN1-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","ap-south-1"
"EUW3-EUW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadCostAllocation","eu-west-3"
"EUW2-USW1-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","eu-west-2"
"USE2-USE1-AWS-In-Bytes","AmazonS3","Usage","GB","WriteCostAllocation","us-east-2"
"SAE1-BoxUsage:c5.4xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002","sa-east-1"
"EUC1-BoxUsage:r4.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002","eu-central-1"
"USW2-USE1-AWS-In-Bytes","AmazonBedrockAgentCore","Usage","GB","Runtime","us-west-2"
"USE1-Qwen3-VL-235B-A22B-output-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelStreamingInference","us-east-1"
"USW2-Vectors-Request-Tier3","AmazonS3","Usage","Requests","QueryVectors","us-west-2"
"APS2-EarlyDelete-ByteHrs","AmazonS3","Usage","GB-Mo","DeleteObject","ap-southeast-2"
"APS1-SpotUsage:t3a.small","AmazonEC2","Usage","Hrs","RunInstances:SV002","ap-southeast-1"
"USE1-FreeMonitoredEC2","AWSSecurityHub","Usage","Instance-hrs","NoOperation","us-east-1"
"USE1-ILC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RegionalNatGateway","us-east-1"
"SAE1-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","sa-east-1"
"EBSOptimized:m5ad.2xlarge","AmazonEC2","Usage","Hrs","Hourly","us-east-1"
"SAE1-AmazonEKS-Hours:perCluster","AmazonEKS","Usage","Hours","CreateOperation","sa-east-1"
"APN3-PHX1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-northeast-3"
"APS3-OC-API-Requests-Tier1","AWSSystemsManager","Usage","API Requests","DescribeOpsItems","ap-south-1"
"APN1-BoxUsage:c5.2xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-northeast-1"
"APE1-LCUUsage","AmazonEC2","Usage","LCU-Hrs","LoadBalancing:Network","ap-east-1"
"EBSOptimized:m5n.xlarge","AmazonEC2","Usage","Hrs","Hourly","us-east-1"
"USE2-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucketVersions","us-east-2"
"APS1-ESInstance:m6g.large","AmazonES","Usage","Hrs","ESDomain","ap-southeast-1"
"USE2-BoxUsage:t4g.nano","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-2"
"USW1-APS5-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","us-west-1"
"APS1-SAE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucket","ap-southeast-1"
"USE2-APNE1WL1KIX1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-east-2"
"EU-EUW2-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","eu-west-1"
"APS6-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketIntelligentTiering","ap-southeast-4"
"AP-AP-OUT-Bytes-Internet","AWSGlobalAccelerator","Usage","GigaBytes","Dominant","ap-southeast-1"
"APN2-APN3-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-2"
"EUC1-Recipients","AmazonSES","Usage","Count","Send","eu-central-1"
"USE2-BoxUsage:c4.4xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances:0010","us-east-2"
"USE1-Ministral-3-3b-Instruct-input-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelInference","us-east-1"
"SAE1-DataTransfer-xAZ-Out-Bytes","AmazonECS","Usage","GB","FargateTask","sa-east-1"
"EUC1-SpotUsage:r5dn.xlarge","AmazonEC2","Usage","Hrs","RunInstances:SV054","eu-central-1"
"APN1-HAM1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-1"
"EUN1-DEL1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-north-1"
"APS4-WAW1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-3"
"EU-CAN1-AWS-In-Bytes","AmazonEC2","Usage","GB","RegionalNatGateway","eu-west-1"
"USW1-MCT1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-west-1"
"APN3-EBS:VolumeIOUsage","AmazonEC2","Usage","IOs","EBS:IO-Read","ap-northeast-3"
"APE1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","UnknownAction","ap-east-1"
"APN3-EBS:VolumeIOUsage","AmazonEC2","Usage","IOs","EBS:IO-Write","ap-northeast-3"
"EU-LIM1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-west-1"
"USW1-DFW1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-west-1"
"EU-Recipients-MailboxSim","AmazonSES","Usage","Count","Send","eu-west-1"
"USW1-APN3-AWS-Out-Bytes","AmazonECS","Usage","GB","FargateTask","us-west-1"
"APS6-Requests-Tier2","AmazonS3","Usage","Requests","ReadLogProps","ap-southeast-4"
"APS3-BoxUsage:r3.large","AmazonEC2","Usage","Hrs","RunInstances:0002","ap-south-1"
"DEL1-USW2-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-south-1-del-1"
"APS2-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","Scan","ap-southeast-2"
"APS3-MirrorUsage:db.r5.xl","AmazonRDS","Usage","Hrs","CreateDBInstance:0012","ap-south-1"
"APS2-Studio:JupyterLab-ml.t3.medium","AmazonSageMaker","Usage","Hrs","RunInstance","ap-southeast-2"
"APS5-DataTransfer-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-south-2"
"EUW3-APS2-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","eu-west-3"
"APS1-CachedData:Redis","AmazonElastiCache","Usage","GB-Hours","CreateServerlessCache","ap-southeast-1"
"APS1-EUN1-AWS-Out-Bytes","AmazonECS","Usage","GB","FargateTask","ap-southeast-1"
"SpotUsage:t3.medium","AmazonEC2","Usage","Hours","RunInstances:SV062","us-east-1"
"SpotUsage:t2.micro","AmazonEC2","Usage","Hrs","RunInstances:SV007","us-east-1"
"USE1-stream.standard.small-fl","AmazonAppStream","Usage","hour","Streaming:001","us-east-1"
"APS2-Studio:CodeEditor-ml.t3.large","AmazonSageMaker","Usage","Hrs","RunInstance","ap-southeast-2"
"APS3-RDS:GP3-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0018","ap-south-1"
"APN3-CW:MetricMonitorUsage","AmazonCloudWatch","Usage","Metrics","MetricStorage:AWS/Kafka","ap-northeast-3"
"USE1-APE1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RegionalNatGateway","us-east-1"
"SpotUsage:r6idn.xlarge","AmazonEC2","Usage","Hrs","RunInstances:SV007","us-east-1"
"CAN1-EUW2-AWS-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ca-central-1"
"APS1-USE1WL1BWAS1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-southeast-1"
"EUC1-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadVersioningProps","eu-central-1"
"APN1-EBSOptimized:t3.xlarge","AmazonEC2","Usage","Hrs","Hourly","ap-northeast-1"
"EBSOptimized:c4.8xlarge","AmazonEC2","Usage","Hrs","Hourly","us-east-1"
"MEC1-Requests-Tier1","AmazonSNS","Usage","Requests","CreateTopic","me-central-1"
"APS2-DetectKeyPhrases","comprehend","Usage","Unit","DetectKeyPhrases","ap-southeast-2"
"APS2-CCU1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-southeast-2"
"USW1-Requests-Tier1","AmazonSNS","Usage","Requests","GetDataProtectionPolicy","us-west-1"
"USW1-MEC1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","us-west-1"
"USE2-DataTransfer-Out-Bytes","AWSCodeArtifact","Usage","GB","DeleteDomain","us-east-2"
"USW1-ReplWriteRequestUnits","AmazonDynamoDB","Usage","ReplicatedWriteRequestUnits","PayPerRequestThroughput","us-west-1"
"APS3-Messages","AWSIoT","Usage","Messages","HTTP.Request","ap-south-1"
"APS1-RegistryAndShadowOperations","AWSIoT","Usage","Operations","GetThingShadow","ap-southeast-1"
"CAN1-BoxUsage:t2.xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002","ca-central-1"
"ap-southeast-2-KMS-Requests","awskms","Usage","Requests","GetPublicKey","ap-southeast-2"
"SAE1-Requests-Tier1","AmazonSNS","Usage","Requests","GetSMSSandboxAccountStatus","sa-east-1"
"USE2-LAX1-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","us-east-2"
"BoxUsage:r5.large","AmazonEC2","Usage","Hrs","RunInstances","us-east-1"
"SpotUsage:r5.large","AmazonEC2","Usage","Hours","RunInstances:SV006","us-east-1"
"EUW3-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketInventory","eu-west-3"
"USE2-APS2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketMetrics","us-east-2"
"USW2-BatchOperations-Manifest","AmazonS3","Usage","Objects","BatchReplication","us-west-2"
"EUC1-Host:ml.t2.medium","AmazonSageMaker","Usage","Hrs","RunInstance","eu-central-1"
"USE2-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","RestoreTableToPointInTime","us-east-2"
"EU-APN3-AWS-In-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0021","eu-west-1"
"USE1-APS8-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-1"
"USW2-EU-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","us-west-2"
"APN1-SpotUsage:c5.9xlarge","AmazonEC2","Usage","Hours","RunInstances:0002:SV055","ap-northeast-1"
"SpotUsage:c5ad.12xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV001","us-east-1"
"USE2-SpotUsage:c5a.16xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV051","us-east-2"
"APS1-Write-IO-Request","AmazonQLDB","Usage","IOs","QLDBSession","ap-southeast-1"
"APS3-APN3-AWS-Out-Bytes","AmazonS3","Usage","GB","PutObject","ap-south-1"
"USW1-SpotUsage:c5a.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV009","us-west-1"
"USW2-Notebk:ml.c5.4xlarge","AmazonSageMaker","Usage","Hrs","RunInstance","us-west-2"
"APS1-DataTransfer-In-Bytes","AmazonGlacier","Usage","GB","InitiateJob","ap-southeast-1"
"APS1-Requests-GLACIER-Tier1","AmazonS3","Usage","Requests","CopyPart","ap-southeast-1"
"ILC1-Requests-Tier1","AmazonSNS","Usage","Requests","DeleteTopic","il-central-1"
"ap-southeast-1-KMS-Requests-Asymmetric","awskms","Usage","Requests","Sign","ap-southeast-1"
"APS4-EUC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-southeast-3"
"APS3-HostBoxUsage:mac1.metal","AmazonEC2","Usage","Hrs","RunInstances","ap-south-1"
"APS3-BoxUsage:c4.8xlarge","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","ap-south-1"
"USE1-APN2-AWS-Out-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","us-east-1"
"USE2-EBS:directAPI.snapshot.Get","AmazonEC2","Usage","SnapshotAPIUnits","GetSnapshotBlock","us-east-2"
"EUC1-Requests-INT-Tier2","AmazonS3","Usage","Requests","GetObject","eu-central-1"
"APN2-PHL1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-northeast-2"
"APE1-EBS:VolumeIOUsage","AmazonEC2","Usage","IOs","EBS:IO-Read","ap-east-1"
"EUW3-Requests","AWSCodeArtifact","Usage","Requests","ListPackages","eu-west-3"
"Requests-GLACIER-Tier1","AmazonS3","Usage","Requests","CompleteMultipartUpload","us-east-1"
"USE1-EU-AWS-In-Bytes","AmazonS3","Usage","GB","UploadPart","us-east-1"
"APE1-XRay-TracesAccessed","AWSXRay","Usage","traces","XRay-Traces-Scanned","ap-east-1"
"APS3-DataTransfer-Out-Bytes","AWSCodeArtifact","Usage","GB","ListPackageVersionDependencies","ap-south-1"
"EU-BoxUsage:t2.micro","AmazonEC2","Usage","Hrs","RunInstances:0010","eu-west-1"
"APS2-DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","UpdateTable","ap-southeast-2"
"APS4-APN3-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-southeast-3"
"IN-Requests-HTTPS-Proxy","AmazonCloudFront","Usage","Requests","OPTIONS","ap-south-1"
"AU-Requests-HTTPS-Proxy","AmazonCloudFront","Usage","Requests","OPTIONS","ap-southeast-2"
"EUC1-USE1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-central-1"
"APS3-APN1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-south-1"
"APS1-CloudFront-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-1"
"USW2-Requests-Tier2","AmazonS3","Usage","Requests","ReadAccelerate","us-west-2"
"EUW2-USW1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-west-2"
"USW2-Requests-Tier2","AmazonS3","Usage","Requests","HeadBucket","us-west-2"
"SAE1-USE1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","sa-east-1"
"EU-CW:AlarmMonitorUsage","AmazonCloudWatch","Usage","Alarms","Unknown","eu-west-1"
"APN1-USE2-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-northeast-1"
"USE1-USE2-AWS-In-Bytes","AWSLambda","Usage","GB","Invoke","us-east-1"
"ap-northeast-2-KMS-Requests","awskms","Usage","Requests","ListAliases","ap-northeast-2"
"APN2-USW1-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-2"
"APS1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","PutObject","ap-southeast-1"
"APS1-EUW2-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-southeast-1"
"USE1-UGW1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","us-east-1"
"USE1-APN1-AWS-Out-Bytes","AWSLambda","Usage","GB","Invoke","us-east-1"
"USW2-EBS:VolumeIOUsage","AmazonEC2","Usage","IOs","EBS:IO-Read","us-west-2"
"CAN1-Requests-Tier1","AmazonSNS","Usage","Requests","ListSubscriptions","ca-central-1"
"APS3-PaidEventsRecorded","AWSCloudTrail","Usage","Events","None","ap-south-1"
"APN1-BoxUsage:p2.xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-northeast-1"
"APS2-BoxUsage:c5.9xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-southeast-2"
"USE2-APN1-AWS-Out-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-Out","us-east-2"
"APS1-Requests-Tier1","AWSQueueService","Usage","","ChgVis","ap-southeast-1"
"USW1-EU-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-west-1"
"DataTransfer-In-Bytes","AmazonDynamoDB","Usage","GB","DescribeTable","us-east-1"
"APS2-EU-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-southeast-2"
"APS2-DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteBucketPolicy","ap-southeast-2"
"EU-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","CompleteMultipartUpload","eu-west-1"
"EUW2-CAN1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-west-2"
"USW1-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","us-west-1"
"USW2-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","us-west-2"
"USW1-USE1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-west-1"
"EUW2-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketPolicyStatus","eu-west-2"
"USW1-DataTransfer-In-Bytes","AmazonS3","Usage","GB","UploadPart","us-west-1"
"EUC1-DataProcessing-Bytes","AmazonCloudWatch","Usage","GB","PutLogEvents","eu-central-1"
"EUN1-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","ListTables","eu-north-1"
"APN2-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketPublicAccessBlock","ap-northeast-2"
"CAN1-SAE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ca-central-1"
"USW1-EU-AWS-Out-Bytes","AmazonRDS","Usage","GB","Not Applicable","us-west-1"
"APS1-AmazonEKS-Hours:perCluster","AmazonEKS","Usage","Hours","CreateOperation","ap-southeast-1"
"Requests-Tier1","AmazonSNS","Usage","Requests","DeleteTopic","us-east-1"
"us-east-2-KMS-Requests","awskms","Usage","","Decrypt","us-east-2"
"APN2-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketMetrics","ap-northeast-2"
"EUC1-RDS:ChargedBackupUsage","AmazonRDS","Usage","GB-Mo","Not Applicable","eu-central-1"
"APN1-DataTransfer-Regional-Bytes","AmazonES","Usage","GB","None","ap-northeast-1"
"EUW3-Requests-Tier2","AmazonS3","Usage","Requests","ReadAccelerate","eu-west-3"
"APS1-DataProcessing-Bytes","AmazonCloudWatch","Usage","GB","PutLogEvents","ap-southeast-1"
"APE1-USW2-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-east-1"
"APS3-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","ap-south-1"
"ME-DataTransfer-Out-Bytes","AmazonCloudFront","Usage","GB","OPTIONS","eu-central-1"
"APE1-RDS:GP2-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance","ap-east-1"
"USE2-InstanceUsage:db.r3.4xlarge","AmazonRDS","Usage","Hrs","CreateDBInstance:0014","us-east-2"
"APS2-BoxUsage:t2.medium","AmazonEC2","Usage","Hrs","RunInstances","ap-southeast-2"
"APE1-EUC1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-east-1"
"USE1-EUN1-AWS-Out-Bytes","AWSLambda","Usage","GB","Invoke","us-east-1"
"APS3-CAN1-AWS-Out-Bytes","AWSLambda","Usage","GB","Invoke","ap-south-1"
"EUC1-Requests-Tier1","AmazonSNS","Usage","Requests","ListSubscriptionsByTopic","eu-central-1"
"EUC1-APN3-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","eu-central-1"
"APN2-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-northeast-2"
"EU-RDS:GP3-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0014","eu-west-1"
"USE2-BoxUsage:t2.large","AmazonEC2","DiscountedUsage","Hrs","RunInstances","us-east-2"
"QS-User-Enterprise-Month","AmazonQuickSight","Usage","User","QS-User-Enterprise-Month","global"
"USW1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketOwnershipControls","us-west-1"
"EU-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketOwnershipControls","eu-west-1"
"SpotUsage:t3.2xlarge","AmazonEC2","Usage","Hours","RunInstances:SV001","us-east-1"
"USE1-AFS1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-1"
"APN3-DataTransfer-Out-Bytes","AmazonSNS","Usage","GB","ListSubscriptionsByTopic","ap-northeast-3"
"EUW2-EUN1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-west-2"
"USE1-EUN1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-1"
"USE1-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListLensConfigurations","us-east-1"
"USE2-CAN1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-2"
"APN2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WebsiteGetObject","ap-northeast-2"
"APN2-DataTransfer-Out-Bytes","AWSELB","Usage","GB","LoadBalancing","ap-northeast-2"
"USW2-USW1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-west-2"
"APN2-USE2-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-2"
"APS3-APS2-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-south-1"
"CAN1-EUC1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ca-central-1"
"USE2-RegistryAndShadowOperations","AWSIoT","Usage","Operations","CreateThingType","us-east-2"
"USW2-RegistryAndShadowOperations","AWSIoT","Usage","Operations","DeprecateThingType","us-west-2"
"EUC1-DataTransfer-Out-Bytes","AmazonStates","Usage","GB","ListStateMachines","eu-central-1"
"USE2-BoxUsage:t3a.nano","AmazonEC2","Usage","Hrs","RunInstances","us-east-2"
"EUC1-MES1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-central-1"
"USE2-PrivateCertificatesIssued","AWSCertificateManager","Usage","Certificates","ISSUE_CERTIFICATE","us-east-2"
"EUC1-EUW3-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicyStatus","eu-central-1"
"EU-USE1-AWS-Out-Bytes","AWSCodeArtifact","Usage","GB","ListDomains","eu-west-1"
"USW2-Fargate-GB-Hours","AmazonECS","SavingsPlanCoveredUsage","hours","FargateTask","us-west-2"
"APS1-MCI2-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-1"
"Multi-AZUsage:db.m6g.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0014","us-east-1"
"APE1-USE1-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","ap-east-1"
"APS2-USW2-AWS-Out-Bytes","AWSLambda","Usage","GB","Invoke","ap-southeast-2"
"APS1-CHI1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-1"
"APS2-USW2-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-2"
"APE1-USE2-AWS-Out-Bytes","AmazonRDS","Usage","GB","Not Applicable","ap-east-1"
"USE2-EU-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketObjectLockConfig","us-east-2"
"USE2-APS3-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","us-east-2"
"USW2-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","us-west-2"
"APS2-APS1-AWS-In-Bytes","AmazonES","Usage","GB","None","ap-southeast-2"
"APS3-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketCors","ap-south-1"
"EUN1-ResourceList","AmazonLocationService","Usage","API Request","ListPlaceIndexes","eu-north-1"
"USE2-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","CopyObjectGet","us-east-2"
"EUN1-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadACL","eu-north-1"
"EUC1-BoxUsage:t2.medium","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances:0002","eu-central-1"
"EU-CDN:50GB-TotalDataXfer-Out-Bytes","AmazonLightsail","Usage","GB","CDN:50GB-TotalDataXfer-Out","eu-west-1"
"APE2-USE2-AWS-In-Bytes","AmazonStates","Usage","GB","Unknown","ap-east-2"
"APS2-PublicIPv4:InUseAddress","AmazonVPC","Usage","Hrs","AssociateAddressVPC","ap-southeast-2"
"USE2-TagStorage-TagHrs","AmazonS3","Usage","Tag-Mo","ObjectTagCount","us-east-2"
"APE1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketObjectLockConfig","ap-east-1"
"USE1-EUW3-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","us-east-1"
"CAN1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucket","ca-central-1"
"USE2-USE1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","us-east-2"
"EUN1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","GetObject","eu-north-1"
"USE1-WAW1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","us-east-1"
"EUW2-EUS1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-2"
"USE1-APS5-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","us-east-1"
"EU-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicy","eu-west-1"
"USE1-CCU1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-east-1"
