"line_item_usage_type","line_item_product_code","line_item_line_item_type","pricing_unit","line_item_operation","product_region"
"ap-south-1-KMS-Requests","awskms","Usage","Requests","UpdateKeyDescription","ap-south-1"
"SAE1-MNL1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","sa-east-1"
"APS1-OutboundSMS-IN-Standard-Sharedroute-MessageFees","AmazonPinpoint","Usage","Dollar","SMS","ap-southeast-1"
"APN2-UGE1-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","ap-northeast-2"
"APN1-EBSOptimized:t4g.small","AmazonEC2","Usage","Hrs","Hourly","ap-northeast-1"
"EUN1-DeliveryAttempts-SQS","AmazonSNS","Usage","Notifications","Notification","eu-north-1"
"APS6-EUC1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-southeast-4"
"EUC1-IssueExportablePublicCertificateWildcardDomain","ACM","Usage","Certificate Domain Name","REQUEST_CERTIFICATE","eu-central-1"
"SAE1-APS8-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","sa-east-1"
"USE2-EBSOptimized:c5a.8xlarge","AmazonEC2","Usage","Hrs","Hourly","us-east-2"
"APS3-StreamingAudio","transcribe","Usage","second","StreamingAudio","ap-south-1"
"APN1-APN3-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-northeast-1"
"SpotUsage:m6i.large","AmazonEC2","Usage","Hrs","RunInstances:SV012","us-east-1"
"USW1-PDX1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-west-1"
"EUW3-DataTransfer-xAZ-In-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","eu-west-3"
"SAE1-SCL1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","sa-east-1"
"EUC1-APS2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPublicAccessBlock","eu-central-1"
"APS3-APS2-AWS-In-Bytes","AmazonECS","Usage","GB","FargateTask","ap-south-1"
"EUC1-APN3-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","eu-central-1"
"USE2-EUW3-AWS-In-Bytes","AWSLambda","Usage","GB","Invoke","us-east-2"
"EUC1-Fargate-EphemeralStorage-GB-Hours","AmazonECS","Usage","GB-Hours","FargateTask","eu-central-1"
"APS6-MEC1-AWS-In-Bytes","AmazonEC2","Usage","GB","RegionalNatGateway","ap-southeast-4"
"APS3-APN2-AWS-Out-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0016","ap-south-1"
"EUC1-BoxUsage:t2.small","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances:0010","eu-central-1"
"CAN1-SAE1-AWS-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ca-central-1"
"APE1-EUW2-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-east-1"
"APN2-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","RotateSecret","ap-northeast-2"
"EU-SCL1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","eu-west-1"
"APS2-SAE1-AWS-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ap-southeast-2"
"EUC1-RegistryAndShadowOperations","AWSIoT","Usage","Operations","CreateThing","eu-central-1"
"APS3-TimedStorage-ByteHrs","AWSCodeArtifact","Usage","GB-Mo","TimedStorage","ap-south-1"
"EU-SCL1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-west-1"
"USW2-SpotUsage:c7i-flex.4xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV002","us-west-2"
"APS3-BoxUsage:c5.xlarge","AmazonEC2","Usage","Hrs","RunInstances:0010","ap-south-1"
"APS2-SoftwareUsage:t2.medium","5i8unww6p54rkbf24mj4tx2iy","Usage","Hrs","Hourly","ap-southeast-2"
"USW1-EUS2-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","us-west-1"
"USE1-DataTransfer-xAZ-In-Bytes","AmazonVPC","Usage","GB","VpcResourceProvider","us-east-1"
"EUC1-InstanceUsage:db.m3.medium","AmazonRDS","Usage","Hrs","CreateDBInstance:0002","eu-central-1"
"EU-USW2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketServerSideEncryption","eu-west-1"
"EU-ENDPOINT","AWSTransfer","Usage","Hourly","EndpointHours","eu-west-1"
"APS2-EBSOptimized:m6i.large","AmazonEC2","Usage","Hrs","Hourly","ap-southeast-2"
"APS3-SpotUsage:c7i-flex.large","AmazonEC2","Usage","Hrs","RunInstances:SV053","ap-south-1"
"APN1-PHL1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-1"
"APS2-EUW2-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-2"
"USE2-Requests","AWSCodeArtifact","Usage","Requests","GetAuthorizationToken","us-east-2"
"APN3-DataTransfer-In-Bytes","AmazonS3","Usage","GB","CompleteMultipartUpload","ap-northeast-3"
"APE1-QRO1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-east-1"
"EUW2-RDS:ChargedBackupUsage","AmazonRDS","Usage","GB-Mo","CreateDBInstance","eu-west-2"
"EUC1-EUW2-AWS-In-Bytes","AmazonS3","Usage","GB","WriteBucketPublicAccessBlock","eu-central-1"
"APS2-InstanceUsage:db.t2.medium","AmazonRDS","Usage","Hrs","CreateDBInstance:0002","ap-southeast-2"
"DataTransfer-Out-Bytes","AmazonKinesisVideo","Usage","GB","GetMedia","us-east-1"
"us-east-2-KMS-Requests","awskms","Usage","","GetKeyPolicy","us-east-2"
"APN3-APS2-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-northeast-3"
"SAE1-Requests-Tier1","AWSQueueService","Usage","Requests","ListMoveTasks","sa-east-1"
"EU-BoxUsage:g4dn.xlarge","AmazonEC2","Usage","Hrs","RunInstances","eu-west-1"
"SAE1-Storage","AmazonFSx","Usage","GB-Mo","CreateFileSystem:Windows","sa-east-1"
"Multi-AZUsage:db.m6i.large","AmazonRDS","Usage","Hrs","CreateDBInstance:0002","us-east-1"
"ap-east-1-KMS-Requests","awskms","Usage","Requests","PutKeyPolicy","ap-east-1"
"EUC1-APS3-AWS-In-Bytes","AmazonS3","Usage","GB","CompleteMultipartUpload","eu-central-1"
"APS3-ENI-Mirror","AmazonVPC","Usage","hour","ENI-to-ENI","ap-south-1"
"USW2-BoxUsage:p3.2xlarge","AmazonEC2","Usage","Hrs","RunInstances","us-west-2"
"EU-BoxUsage:p3.2xlarge","AmazonEC2","Usage","Hrs","RunInstances","eu-west-1"
"EUW2-SpotUsage:c5.9xlarge","AmazonEC2","Usage","Hours","RunInstances:0002:SV054","eu-west-2"
"APN1-SpotUsage:r5a.12xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV012","ap-northeast-1"
"APS2-SpotUsage:c5a.12xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV006","ap-southeast-2"
"APS1-APN2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadVersioningProps","ap-southeast-1"
"USW1-SpotUsage:m5a.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:0002:SV009","us-west-1"
"APS1-SpotUsage:c5a.8xlarge","AmazonEC2","Usage","Hrs","RunInstances:SV004","ap-southeast-1"
"CAN1-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","TagResource","ca-central-1"
"USE1-Traffic-GB-Processed","AWSNetworkFirewall","Usage","GB","Operation:NormalUsage","us-east-1"
"us-west-1-KMS-Requests","awskms","Usage","Requests","TagResource","us-west-1"
"USW1-Requests-Tier1","AmazonSNS","Usage","Requests","SetTopicAttributes","us-west-1"
"CAN1-DEN1-AWS-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ca-central-1"
"EU-container-image-initial-scan-free-trial","AmazonInspectorV2","Usage","Resource-assessment","active","eu-west-1"
"APS1-SpotUsage:t3.xlarge","AmazonEC2","Usage","Hours","RunInstances:SV003","ap-southeast-1"
"APN1-USE1WL1CHI1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-northeast-1"
"APN1-Bytes-OriginShield","AmazonCloudFront","Usage","GB","GET","ap-northeast-1"
"USE2-APNE2WL1SEL1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-east-2"
"APS2-MES1-AWS-In-Bytes","AmazonVPC","Usage","GB","ClientVPNConnections","ap-southeast-2"
"APS2-Requests-Tier1","AWSQueueService","Usage","Requests","ListMoveTasks","ap-southeast-2"
"USE1-APN3-AWS-Out-Bytes","AWSCloudShell","Usage","GB","CloudShell data transfer","us-east-1"
"APE1-LAS1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","ap-east-1"
"USE2-BoxUsage:t2.small","AmazonEC2","Usage","Hrs","RunInstances:0002","us-east-2"
"MP:inputTokenCount-Units","4s10koflct6dqpec6l9i37drsi","Usage","Units","Usage","us-east-1"
"APS2-SAE1-AWS-Out-Bytes","AmazonRDS","Usage","GB","Not Applicable","ap-southeast-2"
"USW2-EU-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketObjectLockConfig","us-west-2"
"APE1-TPE1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","ap-east-1"
"USE1-MP:USE1_OutputTokenCount_Global-Units","7g37zhparap7eesm9k78jrzqc","Usage","Units","InvokeModelInference","us-east-1"
"APS3-MP:APS3_CacheReadInputTokenCount_Global-Units","7zgyu5r4uonlsrnaq20qq63eo","Usage","Units","InvokeModelStreamingInference","ap-south-1"
"LoadBalancerUsage","AmazonEC2","Usage","Hrs","LoadBalancing","us-east-1"
"USE2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadVersioningProps","us-east-2"
"USW1-TimedStorage-ByteHrs","AmazonS3","Usage","GB-Mo","StandardStorage","us-west-1"
"BoxUsage:t1.micro","AmazonEC2","Usage","Hrs","RunInstances","us-east-1"
"USE1-StateTransition","AmazonStates","Usage","","ExecutionStarted","us-east-1"
"Requests-Tier2","AmazonS3","Usage","Requests","ReadRequestPaymentProps","us-east-1"
"APN1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","ap-northeast-1"
"USE1-APN1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-east-1"
"CW:Requests","AmazonCloudWatch","Usage","Requests","ListMetrics","us-east-1"
"APS1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ListBucket","ap-southeast-1"
"USW1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","us-west-1"
"Requests-Tier1","AmazonSNS","Usage","Requests","ListSubscriptions","us-east-1"
"APS1-LCUUsage","AmazonEC2","Usage","LCU-Hrs","LoadBalancing:Application","ap-southeast-1"
"EU-USE1-AWS-In-Bytes","AWSLambda","Usage","GB","Invoke","eu-west-1"
"USE2-Fargate-vCPU-Hours:perCPU","AmazonECS","Usage","hours","FargateTask","us-east-2"
"EUC1-DataTransfer-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","eu-central-1"
"USE1-StateTransition","AmazonStates","Usage","","Choice","us-east-1"
"USW2-EUC1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-west-2"
"APN1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadACL","ap-northeast-1"
"APS3-SoftwareUsage:t2.micro","3ihdqli79gl9v2jnlzs6nq60h","Usage","Hrs","Hourly","ap-south-1"
"EU-APN1-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-west-1"
"USW2-APS3-AWS-Out-Bytes","AmazonS3","Usage","GB","ListBucket","us-west-2"
"Requests-Tier1","AmazonS3","Usage","Requests","WriteVersioningProps","us-east-1"
"USE2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketServerSideEncryption","us-east-2"
"EUW2-TimedStorage-ByteHrs","AmazonDynamoDB","Usage","GB-Mo","StandardStorage","eu-west-2"
"USW2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadRequestPaymentProps","us-west-2"
"USW1-APS2-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","us-west-1"
"DataTransfer-Out-Bytes","AWSDatabaseMigrationSvc","Usage","GB","Not Applicable","us-east-1"
"USE2-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","us-east-2"
"APN2-CW:AlarmMonitorUsage","AmazonCloudWatch","Usage","Alarms","Unknown","ap-northeast-2"
"EU-CloudFront-Out-Bytes","AWSLambda","Usage","GB","Invoke","eu-west-1"
"APS1-BoxUsage:t2.2xlarge","AmazonEC2","Usage","Hrs","RunInstances:0010","ap-southeast-1"
"APS1-USW1-AWS-In-Bytes","AmazonRDS","Usage","GB","Not Applicable","ap-southeast-1"
"ap-southeast-2-KMS-Requests","awskms","Usage","","ListKeys","ap-southeast-2"
"USE1-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","PutObject","us-east-1"
"USE1-USE2-AWS-Out-Bytes","AmazonRDS","Usage","GB","Not Applicable","us-east-1"
"USW2-BoxUsage:t3.medium","AmazonEC2","Usage","Hrs","RunInstances","us-west-2"
"WriteRequestUnits","AmazonDynamoDB","Usage","WriteRequestUnits","PayPerRequestThroughput","us-east-1"
"us-west-2-KMS-Requests","awskms","Usage","","DescribeKey","us-west-2"
"EU-InstanceUsage:db.t2.small","AmazonRDS","Usage","Hrs","CreateDBInstance:0014","eu-west-1"
"USW2-TotalDataXfer-In-Bytes","AmazonLightsail","Usage","GB","PublicIP-In","us-west-2"
"USE2-EU-AWS-Out-Bytes","AWSLambda","Usage","GB","Invoke","us-east-2"
"USE1-StateTransition","AmazonStates","Usage","StateTransitions","Pass","us-east-1"
"APS3-EUN1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","ap-south-1"
"SAE1-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketReplication","sa-east-1"
"USW2-DetectSentiment-Act","comprehend","Usage","","DetectSentiment","us-west-2"
"SAE1-EUW2-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","sa-east-1"
"APS3-Requests-Tier1","AmazonS3","Usage","Requests","WriteCostAllocation","ap-south-1"
"APS2-Requests-Tier1","AmazonS3","Usage","Requests","CopyObject","ap-southeast-2"
"EUW3-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketServerSideEncryption","eu-west-3"
"APS1-EUN1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-southeast-1"
"APE1-EBS:VolumeUsage.gp2","AmazonEC2","Usage","GB-Mo","CreateVolume-Gp2","ap-east-1"
"USE2-APS1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","us-east-2"
"APE1-APS3-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-east-1"
"APE1-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketPolicy","ap-east-1"
"APS1-Retrieval-SIA","AmazonS3","Usage","GB","GetObject","ap-southeast-1"
"APS2-USE1-AWS-Out-Bytes","AmazonGlacier","Usage","GB","ListVaults","ap-southeast-2"
"USE2-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","ListSecretVersionIds","us-east-2"
"USE1-APS4-AWS-Out-Bytes","AmazonS3","Usage","GB","HeadBucket","us-east-1"
"APS2-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadVersioningProps","ap-southeast-2"
"EUC1-DataTransfer-Regional-Bytes","AmazonEC2","Usage","GB","VPCPeering-In","eu-central-1"
"eu-west-3-KMS-Requests","awskms","Usage","Requests","GetKeyPolicy","eu-west-3"
"APS1-USE1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicyStatus","ap-southeast-1"
"APS1-EUC2-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-1"
"APN2-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","ap-northeast-2"
"USW1-VpcEndpoint-Hours","AmazonVPC","Usage","Hrs","VpcEndpoint","us-west-1"
"EUC1-IATimedStorage-ByteHrs","AmazonEFS","Usage","GB-Mo","Storage","eu-central-1"
"USE2-PaidEventsAnalyzed-Bytes","AmazonGuardDuty","Usage","GB","none","us-east-2"
"APS1-RDS:GP2-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0014","ap-southeast-1"
"ZA-DataTransfer-Out-Bytes","AmazonCloudFront","Usage","GB","POST","af-south-1"
"EUC1-EUS1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","eu-central-1"
"USE2-Notebk:ml.t3.medium","AmazonSageMaker","Usage","Hrs","RunInstance","us-east-2"
"MES1-DataTransfer-Out-Bytes","AmazonSNS","Usage","GB","Notification","me-south-1"
"EU-DataTransfer-Out-Bytes","AmazonCloudFront","Usage","GB","DELETE","eu-west-1"
"EUC1-BoxUsage:t2.micro","AmazonEC2","Usage","Hrs","RunInstances:0002","eu-central-1"
"EUC1-Requests-Tier1","AWSQueueService","Usage","Requests","GetQueueUrl","eu-central-1"
"APS2-EUC1-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","ap-southeast-2"
"USE1-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadCostAllocation","us-east-1"
"USW1-APS3-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-west-1"
"USE2-BoxUsage:t3a.medium","AmazonEC2","DiscountedUsage","Hrs","RunInstances","us-east-2"
"EUC1-USW1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","eu-central-1"
"EUW2-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadBucketWebsite","eu-west-2"
"APS1-APN1-AWS-Out-Bytes","AmazonS3","Usage","GB","PutObject","ap-southeast-1"
"EUC1-LoadBalancerUsage","AmazonEC2","Usage","Hrs","LoadBalancing:Application","eu-central-1"
"USE1-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicy","us-east-1"
"USE2-DataTransfer-Out-Bytes","AmazonStates","Usage","GB","ListStateMachines","us-east-2"
"APN2-DataTransfer-In-Bytes","AmazonStates","Usage","GB","ListStateMachines","ap-northeast-2"
"USE2-APS1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketPolicy","us-east-2"
"APS1-EBSOptimized:c5d.large","AmazonEC2","Usage","Hrs","Hourly","ap-southeast-1"
"APN2-USW2-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","ap-northeast-2"
"APS3-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketIntelligentTiering","ap-south-1"
"EUC1-USW1-AWS-Out-Bytes","AmazonS3","Usage","GB","ListMultipartUploads","eu-central-1"
"USW1-AFS1-AWS-In-Bytes","AmazonEC2","Usage","GB","RunInstances","us-west-1"
"APS1-PDX1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-1"
"APS1-MSP1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-1"
"USE1-Processing:ml.r5.16xlarge","AmazonSageMaker","Usage","Hrs","RunInstance","us-east-1"
"APN1-ES:GP2-Storage","AmazonES","Usage","GB_Mo","ESDomain","ap-northeast-1"
"us-east-2-KMS-Requests","awskms","Usage","","ListAliases","us-east-2"
"APS2-BoxUsage:t2.micro","AmazonEC2","Usage","Hrs","RunInstances:0010","ap-southeast-2"
"APS3-EUC1-AWS-Out-Bytes","AmazonRDS","Usage","GB","CreateDBInstance:0021","ap-south-1"
"BoxUsage:c5n.9xlarge","AmazonEC2","Usage","Hrs","RunInstances","us-east-1"
"APS2-Requests-Tier8","AmazonS3","Usage","Requests","ListAGs","ap-southeast-2"
"DataTransfer-In-Bytes","AmazonSWF","Usage","GB","Unknown","us-east-1"
"SAE1-ResourceList","AmazonLocationService","Usage","API Request","ListGeofenceCollections","sa-east-1"
"USW1-DataTransfer-Out-Bytes","AmazonSWF","Usage","GB","Unknown","us-west-1"
"APN1-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","WriteBucketInventory","ap-northeast-1"
"USE1-MXC1-AWS-In-Bytes","AmazonS3","Usage","GB","PutObject","us-east-1"
"Tables-Requests-Tier2","AmazonS3","Usage","Requests","GetTableBucketMaintenanceConfig","us-east-1"
"ap-southeast-1-KMS-Keys","awskms","Usage","Keys","RotatedKeys","ap-southeast-1"
"Global-DataZoneStorage","AmazonDataZone","Usage","Gigabyte Month","Global-DataZoneStorage","global"
"EU-Requests-Tier1","AmazonSNS","Usage","Requests","GetDataProtectionPolicy","eu-west-1"
"APS9-Requests-Tier1","AmazonSNS","Usage","Requests","ListTopics","ap-southeast-7"
"USE1-StateTransition","AmazonStates","Usage","StateTransitions","DistributedMapExecutionStarted","us-east-1"
"APN3-Requests-Tier2","AmazonS3","Usage","Requests","ReadBucketMetrics","ap-northeast-3"
"APN1-Lambda-GB-Second","AWSLambda","SavingsPlanCoveredUsage","Lambda-GB-Second","Invoke","ap-northeast-1"
"APS1-MEC1-AWS-In-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-1"
"APS1-CognitoEssentialsMAU","AmazonCognito","Usage","CognitoUserPoolsMAU","CognitoEssentialsOperation","ap-southeast-1"
"ap-northeast-2-KMS-Keys","awskms","Usage","Keys","RotatedKeys","ap-northeast-2"
"APS3-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ListParts","ap-south-1"
"APS1-APS8-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-1"
"EUC1-DeliveryAttempts-SQS","AmazonSNS","Usage","Notifications","Notification","eu-central-1"
"BoxUsage:t3a.micro","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-east-1"
"USW2-BoxUsage:t3.medium","AmazonEC2","SavingsPlanCoveredUsage","Hrs","RunInstances","us-west-2"
"APE1-TPE1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-east-1"
"EU-DataTransfer-Out-Bytes","AmazonDynamoDB","Usage","GB","UpdateItem","eu-west-1"
"APS1-BoxUsage:t2.nano","AmazonEC2","Usage","Hrs","RunInstances:0002","ap-southeast-1"
"APS6-DataTransfer-In-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-southeast-4"
"EUS2-DeliveryAttempts-HTTP","AmazonSNS","Usage","Notifications","Notification","eu-south-2"
"USW2-Retrieval-SIA","AmazonS3","Usage","GB","GetObject","us-west-2"
"SAE1-Request-64K-Chunks","AWSEvents","Usage","64K-Chunks","PipeRequest","sa-east-1"
"APS3-APS4-AWS-Out-Bytes","AmazonEC2","Usage","GB","RunInstances","ap-south-1"
"USE2-BOS1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","us-east-2"
"APS2-EUS1-AWS-In-Bytes","AmazonEC2","Usage","GB","PublicIP-In","ap-southeast-2"
"MEC1-FreeEventsAnalyzed","AmazonGuardDuty","Usage","Events","none","me-central-1"
"APS4-EUN1-AWS-Out-Bytes","AmazonVPC","Usage","GB","CreateVpnConnection","ap-southeast-3"
"APS2-USW1-AWS-In-Bytes","AmazonStates","Usage","GB","Unknown","ap-southeast-2"
"APS3-PutRequestPayloadUnits","AmazonKinesis","Usage","PutRequest","PutRequest","ap-south-1"
"USW2-AFS1-AWS-In-Bytes","AmazonEC2","Usage","GB","LoadBalancing-PublicIP-In","us-west-2"
"APS3-DataTransfer-In-Bytes","AmazonS3","Usage","GB","SelectObjectContent","ap-south-1"
"RDS:PIOPS-Storage","AmazonRDS","Usage","GB-Mo","CreateDBInstance:0014","us-east-1"
"APN1-Requests","AWSCodeArtifact","Usage","Requests","GetRepositoryPermissionsPolicy","ap-northeast-1"
"EU-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","WriteBucketServerSideEncryption","eu-west-1"
"EUC1-DNS-Queries","AmazonRoute53","Usage","Queries","InboundQuery","eu-central-1"
"USE1-EUC1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadBucketServerSideEncryption","us-east-1"
"USW2-DataTransfer-In-Bytes","AmazonS3","Usage","GB","WriteBucketReplication","us-west-2"
"APS1-DataTransfer-Out-Bytes","AWSCodeArtifact","Usage","GB","DescribeDomain","ap-southeast-1"
"EUN1-DataTransfer-In-Bytes","AWSEvents","Usage","GB","PutEvents","eu-north-1"
"SAE1-MES1-AWS-Out-Bytes","AmazonS3","Usage","GB","ReadLocation","sa-east-1"
"APN2-USE2-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObject","ap-northeast-2"
"APN3-DataTransfer-Out-Bytes","AmazonS3","Usage","GB","ReadACL","ap-northeast-3"
"EUC1-Requests-FIFO-Tier1","AWSQueueService","Usage","Requests","DeleteMessageBatch","eu-central-1"
"APS1-BoxUsage:t3.2xlarge","AmazonEC2","Usage","Hrs","RunInstances","ap-southeast-1"
"EUN1-APN2-AWS-Out-Bytes","AmazonEC2","Usage","GB","PublicIP-Out","eu-north-1"
"APS3-APS1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","ap-south-1"
"EUW3-InstanceUsage:db.t4g.micro","AmazonRDS","Usage","Hrs","CreateDBInstance:0002","eu-west-3"
"APS3-EUC1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","ap-south-1"
"EUW2-EBS:VolumeIOUsage","AmazonEC2","Usage","IOs","EBS:IO-Read","eu-west-2"
"APN2-EUC1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-Out","ap-northeast-2"
"USE2-QRO1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","us-east-2"
"CAN1-AWSSecretsManagerAPIRequest","AWSSecretsManager","Usage","API Requests","GetResourcePolicy","ca-central-1"
"KR-KR-IN-Bytes-Internet","AWSGlobalAccelerator","Usage","GigaBytes","Dominant","ap-northeast-2"
"EUC1-CAN1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-NLB-PublicIP-In","eu-central-1"
"APS6-DataProcessing-Bytes","AmazonCloudWatch","Usage","GB","PutLogEvents","ap-southeast-4"
"ILC1-ConfigurationItemRecorded","AWSConfig","Usage","ConfigurationItemRecorded","None","il-central-1"
"EU-ILC1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-west-1"
"EUN1-StateTransition","AmazonStates","Usage","StateTransitions","ExecutionCompleted","eu-north-1"
"EUC1-NovaLite-input-tokens","AmazonBedrock","Usage","1K tokens","InvokeModelStreamingInference","eu-central-1"
"USE2-BKK1-AWS-In-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-In","us-east-2"
"EU-MCT1-AWS-Out-Bytes","AWSELB","Usage","GB","LoadBalancing-PublicIP-Out","eu-west-1"
"USE1-MXC1-AWS-Out-Bytes","AmazonES","Usage","GB","None","us-east-1"
"APS1-DataTransfer-In-Bytes","AmazonEC2","Usage","GB","RegionalNatGateway","ap-southeast-1"
"USE2-Requests-Tier1","AWSQueueService","Usage","Requests","ChangeMessageVisibilityBatch","us-east-2"
"APS6-FreeEventsAnalyzed-Bytes","AmazonGuardDuty","Usage","GB","none","ap-southeast-4"
"APN1-Fargate-GB-Hours","AmazonEKS","SavingsPlanCoveredUsage","hours","FargatePod","ap-northeast-1"
"APS2-APS6-AWS-Out-Bytes","AmazonS3","Usage","GB","GetObjectForRepl","ap-southeast-2"
